Date_and_Time;In_Motorcycle;In_Car;In_BusTruck;In_Total;In_PCE;In_Velocity;In_VCRatio;Out_Motorcycle;Out_Car;Out_BusTruck;Out_Total;Out_PCE;Out_Velocity;Out_VCRatio;Total_Motorcycle;Total_Car;Total_BusTruck;Total_Total;Total_PCE;Total_Velocity;Total_VCRatio
2023-06-04 14:00;687;1.100;46;1.833;1.332;24,5;0,19 ;4.842;2.002;147;6.991;3.404;30,6;0,48 ;5.529;3.102;193;8.824;4.735;27,6;0,33 
2023-06-04 15:00;742;1.278;45;2.065;1.522;21,6;0,21 ;4.822;1.897;151;6.870;3.299;30,3;0,46 ;5.564;3.175;196;8.935;4.821;26,0;0,34 
2023-06-04 16:00;894;1.274;39;2.207;1.548;22,0;0,22 ;4.596;1.982;166;6.744;3.347;31,0;0,47 ;5.490;3.256;205;8.951;4.895;26,6;0,34 
2023-06-04 17:00;881;1.293;57;2.231;1.587;23,1;0,22 ;4.556;2.107;165;6.828;3.461;29,5;0,49 ;5.437;3.400;222;9.059;5.048;26,3;0,36 
2023-06-04 18:00;899;1.139;59;2.097;1.440;23,0;0,20 ;4.641;2.104;135;6.880;3.440;29,2;0,48 ;5.540;3.243;194;8.977;4.880;26,1;0,34 
2023-06-04 19:00;891;1.232;60;2.183;1.533;23,1;0,22 ;4.804;1.926;156;6.886;3.330;28,4;0,47 ;5.695;3.158;216;9.069;4.863;25,8;0,34 
2023-06-04 20:00;947;1.275;40;2.262;1.564;23,4;0,22 ;4.870;1.888;156;6.914;3.308;29,7;0,47 ;5.817;3.163;196;9.176;4.872;26,6;0,34 
2023-06-04 21:00;873;1.255;36;2.164;1.520;23,5;0,21 ;4.610;1.751;110;6.471;3.047;30,0;0,43 ;5.483;3.006;146;8.635;4.567;26,8;0,32 
2023-06-04 22:00;868;994;23;1.885;1.241;27,2;0,17 ;4.500;1.538;119;6.157;2.818;35,5;0,40 ;5.368;2.532;142;8.042;4.059;31,4;0,29 
2023-06-04 23:00;528;684;31;1.243;856;31,1;0,12 ;4.333;1.387;80;5.800;2.574;34,8;0,36 ;4.861;2.071;111;7.043;3.431;33,0;0,24 
2023-06-05 00:00;299;515;10;824;603;32,6;0,08 ;4.020;1.398;81;5.499;2.508;36,0;0,35 ;4.319;1.913;91;6.323;3.111;34,4;0,22 
2023-06-05 01:00;141;370;13;524;422;31,7;0,06 ;3.804;1.422;95;5.321;2.497;34,9;0,35 ;3.945;1.792;108;5.845;2.919;33,4;0,21 
2023-06-05 02:00;143;196;8;347;242;34,4;0,03 ;3.893;1.139;100;5.132;2.242;35,8;0,32 ;4.036;1.335;108;5.479;2.484;35,2;0,17 
2023-06-05 03:00;103;232;10;345;271;33,2;0,04 ;3.920;1.299;116;5.335;2.430;34,1;0,34 ;4.023;1.531;126;5.680;2.701;33,7;0,19 
2023-06-05 04:00;97;206;25;328;263;33,5;0,04 ;3.543;1.159;81;4.783;2.150;35,7;0,30 ;3.640;1.365;106;5.111;2.413;34,7;0,17 
2023-06-05 05:00;350;563;55;968;722;32,9;0,10 ;4.228;1.378;197;5.803;2.691;33,5;0,38 ;4.578;1.941;252;6.771;3.413;33,2;0,24 
2023-06-05 06:00;1.147;1.100;100;2.347;1.517;27,8;0,21 ;5.210;1.606;205;7.021;3.175;32,9;0,45 ;6.357;2.706;305;9.368;4.692;30,4;0,33 
2023-06-05 07:00;1.763;1.306;161;3.230;1.956;29,5;0,28 ;6.235;1.863;247;8.345;3.743;30,8;0,53 ;7.998;3.169;408;11.575;5.699;30,2;0,40 
2023-06-05 08:00;1.742;1.442;132;3.316;2.049;29,3;0,29 ;6.473;1.972;198;8.643;3.848;30,3;0,54 ;8.215;3.414;330;11.959;5.897;29,8;0,42 
2023-06-05 09:00;1.451;1.225;110;2.786;1.731;25,9;0,24 ;5.837;1.900;195;7.932;3.613;31,2;0,51 ;7.288;3.125;305;10.718;5.344;28,6;0,38 
2023-06-05 10:00;1.099;1.218;56;2.373;1.566;27,7;0,22 ;5.781;1.593;136;7.510;3.215;32,8;0,45 ;6.880;2.811;192;9.883;4.781;30,3;0,34 
2023-06-05 11:00;1.006;1.155;73;2.234;1.501;27,0;0,21 ;5.667;1.805;205;7.677;3.488;30,6;0,49 ;6.673;2.960;278;9.911;4.990;28,9;0,35 
2023-06-05 12:00;1.000;1.251;67;2.318;1.588;27,4;0,22 ;5.626;1.894;226;7.746;3.594;30,0;0,51 ;6.626;3.145;293;10.064;5.182;28,7;0,36 
2023-06-05 13:00;1.040;1.205;83;2.328;1.573;25,9;0,22 ;5.552;1.826;187;7.565;3.457;31,3;0,49 ;6.592;3.031;270;9.893;5.030;28,6;0,35 
2023-06-05 14:00;1.108;1.175;98;2.381;1.579;26,3;0,22 ;5.369;1.801;152;7.322;3.341;33,1;0,47 ;6.477;2.976;250;9.703;4.920;29,8;0,35 
2023-06-05 15:00;1.177;1.123;104;2.404;1.552;25,9;0,22 ;5.504;1.659;204;7.367;3.300;32,3;0,46 ;6.681;2.782;308;9.771;4.853;29,1;0,34 
2023-06-05 16:00;1.378;1.412;154;2.944;1.957;25,3;0,28 ;5.931;1.882;233;8.046;3.668;28,7;0,52 ;7.309;3.294;387;10.990;5.624;27,0;0,40 
2023-06-05 17:00;1.485;1.440;105;3.030;1.948;27,2;0,27 ;6.812;1.826;184;8.822;3.768;29,4;0,53 ;8.297;3.266;289;11.852;5.716;28,3;0,40 
2023-06-05 18:00;1.368;1.429;118;2.915;1.924;24,7;0,27 ;6.125;1.821;167;8.113;3.569;29,1;0,50 ;7.493;3.250;285;11.028;5.494;26,9;0,39 
2023-06-05 19:00;1.073;1.147;90;2.310;1.532;24,9;0,22 ;5.580;1.598;135;7.313;3.169;30,4;0,45 ;6.653;2.745;225;9.623;4.701;27,7;0,33 
2023-06-05 20:00;2.100;1.323;112;3.535;1.994;24,6;0,28 ;5.045;1.645;203;6.893;3.170;28,2;0,45 ;7.145;2.968;315;10.428;5.164;26,4;0,36 
2023-06-05 21:00;1.261;1.081;78;2.420;1.498;26,2;0,21 ;5.322;1.760;190;7.272;3.338;27,2;0,47 ;6.583;2.841;268;9.692;4.835;26,7;0,34 
2023-06-05 22:00;3.830;1.847;104;5.781;2.940;20,4;0,41 ;4.029;1.496;212;5.737;2.779;27,5;0,39 ;7.859;3.343;316;11.518;5.719;24,0;0,40 
2023-06-05 23:00;3.694;3.350;170;7.214;4.495;23,7;0,63 ;1.904;1.321;85;3.310;1.908;33,6;0,27 ;5.598;4.671;255;10.524;6.402;28,8;0,45 
2023-06-06 00:00;1.525;1.981;118;3.624;2.516;29,6;0,35 ;2.385;946;314;3.645;1.950;22,4;0,27 ;3.910;2.927;432;7.269;4.466;25,9;0,31 
2023-06-06 01:00;245;383;16;644;465;31,2;0,07 ;4.012;1.418;281;5.711;2.786;25,0;0,39 ;4.257;1.801;297;6.355;3.251;27,8;0,23 
2023-06-06 02:00;117;236;12;365;281;30,9;0,04 ;4.576;1.224;178;5.978;2.599;30,6;0,37 ;4.693;1.460;190;6.343;2.880;30,7;0,20 
2023-06-06 03:00;73;215;22;310;262;33,7;0,04 ;4.516;1.454;174;6.144;2.809;31,6;0,40 ;4.589;1.669;196;6.454;3.071;32,6;0,22 
2023-06-06 04:00;114;176;22;312;233;32,8;0,03 ;4.439;1.361;168;5.968;2.689;31,9;0,38 ;4.553;1.537;190;6.280;2.922;32,3;0,21 
2023-06-06 05:00;316;392;50;758;536;35,7;0,08 ;4.878;1.411;194;6.483;2.883;33,4;0,41 ;5.194;1.803;244;7.241;3.419;34,4;0,24 
2023-06-06 06:00;1.079;971;112;2.162;1.386;30,0;0,20 ;5.543;1.581;299;7.423;3.355;32,2;0,47 ;6.622;2.552;411;9.585;4.742;31,1;0,33 
2023-06-06 07:00;1.699;1.272;115;3.086;1.846;29,7;0,26 ;6.644;1.987;245;8.876;3.967;30,7;0,56 ;8.343;3.259;360;11.962;5.813;30,2;0,41 
2023-06-06 08:00;1.730;1.349;157;3.236;1.986;29,6;0,28 ;6.531;1.924;209;8.664;3.828;30,7;0,54 ;8.261;3.273;366;11.900;5.814;30,2;0,41 
2023-06-06 09:00;1.391;1.389;107;2.887;1.876;29,2;0,26 ;5.655;2.005;177;7.837;3.649;30,1;0,51 ;7.046;3.394;284;10.724;5.525;29,6;0,39 
2023-06-06 10:00;1.054;1.303;78;2.435;1.668;25,8;0,23 ;5.391;2.077;223;7.691;3.715;28,5;0,52 ;6.445;3.380;301;10.126;5.383;27,1;0,38 
2023-06-06 11:00;1.102;1.181;89;2.372;1.572;26,6;0,22 ;5.818;2.146;243;8.207;3.916;28,2;0,55 ;6.920;3.327;332;10.579;5.489;27,4;0,39 
2023-06-06 12:00;1.075;1.316;83;2.474;1.693;22,8;0,24 ;5.451;2.030;135;7.616;3.568;29,5;0,50 ;6.526;3.346;218;10.090;5.261;26,1;0,37 
2023-06-06 13:00;939;1.328;96;2.363;1.688;20,7;0,24 ;5.150;2.086;151;7.387;3.570;30,4;0,50 ;6.089;3.414;247;9.750;5.257;25,6;0,37 
2023-06-06 14:00;1.140;1.197;108;2.445;1.622;23,6;0,23 ;5.279;2.113;157;7.549;3.637;28,9;0,51 ;6.419;3.310;265;9.994;5.259;26,3;0,37 
2023-06-06 15:00;1.130;1.275;84;2.489;1.667;25,6;0,23 ;5.396;2.046;180;7.622;3.629;30,5;0,51 ;6.526;3.321;264;10.111;5.296;28,1;0,37 
2023-06-06 16:00;1.751;1.876;129;3.756;2.481;25,6;0,35 ;5.634;1.908;212;7.754;3.592;26,8;0,51 ;7.385;3.784;341;11.510;6.074;26,2;0,43 
2023-06-06 17:00;1.315;1.449;135;2.899;1.953;26,1;0,27 ;6.867;1.912;198;8.977;3.886;27,6;0,55 ;8.182;3.361;333;11.876;5.839;26,8;0,41 
2023-06-06 18:00;1.404;1.469;110;2.983;1.963;24,9;0,28 ;7.050;1.775;217;9.042;3.820;28,7;0,54 ;8.454;3.244;327;12.025;5.783;26,8;0,41 
2023-06-06 19:00;1.081;1.225;75;2.381;1.593;22,8;0,22 ;6.162;1.662;181;8.005;3.438;29,5;0,48 ;7.243;2.887;256;10.386;5.031;26,3;0,35 
2023-06-06 20:00;832;974;62;1.868;1.263;26,7;0,18 ;5.819;1.630;185;7.634;3.325;31,1;0,47 ;6.651;2.604;247;9.502;4.588;28,9;0,32 
2023-06-06 21:00;865;1.084;67;2.016;1.387;24,3;0,20 ;5.440;1.726;161;7.327;3.295;30,7;0,46 ;6.305;2.810;228;9.343;4.683;27,6;0,33 
2023-06-06 22:00;766;893;45;1.704;1.143;28,9;0,16 ;5.234;1.566;153;6.953;3.073;31,7;0,43 ;6.000;2.459;198;8.657;4.216;30,3;0,30 
2023-06-06 23:00;418;603;20;1.041;734;30,1;0,10 ;4.863;1.340;118;6.321;2.709;33,3;0,38 ;5.281;1.943;138;7.362;3.443;31,9;0,24 
2023-06-07 00:00;213;446;13;672;516;32,5;0,07 ;4.610;1.225;126;5.961;2.541;34,1;0,36 ;4.823;1.671;139;6.633;3.057;33,3;0,22 
2023-06-07 01:00;150;299;8;457;347;32,3;0,05 ;4.550;1.170;107;5.827;2.447;35,0;0,34 ;4.700;1.469;115;6.284;2.794;33,7;0,20 
2023-06-07 02:00;122;228;18;368;282;30,5;0,04 ;4.528;1.022;118;5.668;2.307;35,7;0,32 ;4.650;1.250;136;6.036;2.589;33,3;0,18 
2023-06-07 03:00;75;187;17;279;228;32,8;0,03 ;4.538;1.184;109;5.831;2.460;33,7;0,35 ;4.613;1.371;126;6.110;2.688;33,3;0,19 
2023-06-07 04:00;41;162;20;223;198;32,6;0,03 ;4.421;1.099;111;5.631;2.349;34,5;0,33 ;4.462;1.261;131;5.854;2.547;33,7;0,18 
2023-06-07 05:00;330;504;45;879;645;33,7;0,09 ;4.767;1.216;170;6.153;2.629;36,3;0,37 ;5.097;1.720;215;7.032;3.274;35,1;0,23 
2023-06-07 06:00;1.040;905;103;2.048;1.299;30,5;0,18 ;5.400;1.392;225;7.017;3.035;34,0;0,43 ;6.440;2.297;328;9.065;4.333;32,3;0,30 
2023-06-07 07:00;1.764;1.320;146;3.230;1.951;28,1;0,27 ;6.341;1.748;184;8.273;3.572;34,0;0,50 ;8.105;3.068;330;11.503;5.523;31,1;0,39 
2023-06-07 08:00;1.721;1.366;129;3.216;1.964;30,5;0,28 ;6.293;1.992;175;8.460;3.793;30,8;0,53 ;8.014;3.358;304;11.676;5.757;30,6;0,41 
2023-06-07 09:00;1.269;1.235;128;2.632;1.719;28,6;0,24 ;5.474;1.801;147;7.422;3.361;31,8;0,47 ;6.743;3.036;275;10.054;5.079;30,2;0,36 
2023-06-07 10:00;1.029;1.236;88;2.353;1.608;27,4;0,23 ;5.123;1.762;163;7.048;3.255;31,1;0,46 ;6.152;2.998;251;9.401;4.862;29,2;0,34 
2023-06-07 11:00;1.020;1.269;64;2.353;1.607;27,2;0,23 ;5.434;1.688;135;7.257;3.222;29,4;0,45 ;6.454;2.957;199;9.610;4.829;28,3;0,34 
2023-06-07 12:00;1.055;1.203;81;2.339;1.572;24,9;0,22 ;5.737;1.805;135;7.677;3.415;30,0;0,48 ;6.792;3.008;216;10.016;4.987;27,4;0,35 
2023-06-07 13:00;1.046;1.407;81;2.534;1.774;19,5;0,25 ;5.514;1.831;162;7.507;3.420;31,0;0,48 ;6.560;3.238;243;10.041;5.194;25,2;0,37 
2023-06-07 14:00;1.119;1.407;84;2.610;1.796;22,3;0,25 ;5.706;1.823;127;7.656;3.415;29,6;0,48 ;6.825;3.230;211;10.266;5.211;26,0;0,37 
2023-06-07 15:00;1.151;1.290;85;2.526;1.688;23,5;0,24 ;5.577;1.766;192;7.535;3.410;30,7;0,48 ;6.728;3.056;277;10.061;5.098;27,1;0,36 
2023-06-07 16:00;1.221;1.431;140;2.792;1.918;24,5;0,27 ;6.140;1.705;234;8.079;3.544;29,9;0,50 ;7.361;3.136;374;10.871;5.462;27,2;0,38 
2023-06-07 17:00;1.487;1.491;115;3.093;2.012;24,9;0,28 ;6.295;1.625;173;8.093;3.424;28,8;0,48 ;7.782;3.116;288;11.186;5.436;26,9;0,38 
2023-06-07 18:00;1.479;1.462;108;3.049;1.972;24,0;0,28 ;6.174;1.501;116;7.791;3.195;30,0;0,45 ;7.653;2.963;224;10.840;5.167;27,0;0,36 
2023-06-07 19:00;1.135;1.286;92;2.513;1.689;22,8;0,24 ;5.369;1.445;125;6.939;2.950;31,4;0,42 ;6.504;2.731;217;9.452;4.639;27,1;0,33 
2023-06-07 20:00;928;1.130;82;2.140;1.469;24,2;0,21 ;5.064;1.450;109;6.623;2.858;32,4;0,40 ;5.992;2.580;191;8.763;4.326;28,4;0,30 
2023-06-07 21:00;936;1.130;59;2.125;1.441;25,2;0,20 ;4.495;1.525;108;6.128;2.789;31,6;0,39 ;5.431;2.655;167;8.253;4.230;28,5;0,30 
2023-06-07 22:00;850;1.007;42;1.899;1.274;27,8;0,18 ;4.031;1.301;76;5.408;2.408;34,2;0,34 ;4.881;2.308;118;7.307;3.682;31,1;0,26 
2023-06-07 23:00;577;652;21;1.250;824;30,0;0,12 ;3.889;1.237;89;5.215;2.325;35,7;0,33 ;4.466;1.889;110;6.465;3.149;33,0;0,22 
2023-06-08 00:00;308;537;13;858;631;31,4;0,09 ;3.881;1.095;77;5.053;2.165;36,1;0,30 ;4.189;1.632;90;5.911;2.796;33,8;0,20 
2023-06-08 01:00;298;303;8;609;388;33,0;0,05 ;3.605;1.021;80;4.706;2.026;35,7;0,29 ;3.903;1.324;88;5.315;2.414;34,5;0,17 
2023-06-08 02:00;137;294;11;442;343;32,5;0,05 ;3.554;1.001;99;4.654;2.018;35,3;0,28 ;3.691;1.295;110;5.096;2.361;34,1;0,17 
2023-06-08 03:00;104;165;13;282;208;36,0;0,03 ;3.500;896;68;4.464;1.859;35,9;0,26 ;3.604;1.061;81;4.746;2.067;35,9;0,15 
2023-06-08 04:00;70;144;20;234;188;33,1;0,03 ;3.637;869;90;4.596;1.895;35,0;0,27 ;3.707;1.013;110;4.830;2.083;34,3;0,15 
2023-06-08 05:00;303;433;68;804;597;33,7;0,08 ;3.858;985;162;5.005;2.160;35,9;0,30 ;4.161;1.418;230;5.809;2.757;34,9;0,19 
2023-06-08 06:00;1.006;908;132;2.046;1.331;30,1;0,19 ;4.650;1.236;190;6.076;2.646;36,9;0,37 ;5.656;2.144;322;8.122;3.977;33,6;0,28 
2023-06-08 07:00;1.644;1.305;137;3.086;1.894;30,6;0,27 ;6.008;1.486;181;7.675;3.223;34,0;0,45 ;7.652;2.791;318;10.761;5.117;32,3;0,36 
2023-06-08 08:00;1.621;1.402;125;3.148;1.970;31,0;0,28 ;6.253;1.725;171;8.149;3.511;28,9;0,49 ;7.874;3.127;296;11.297;5.480;29,9;0,39 
2023-06-08 09:00;1.385;1.358;114;2.857;1.852;26,1;0,26 ;5.411;1.763;140;7.314;3.298;31,6;0,46 ;6.796;3.121;254;10.171;5.150;28,8;0,36 
2023-06-08 10:00;1.143;1.313;112;2.568;1.744;25,1;0,25 ;5.611;1.723;156;7.490;3.329;30,7;0,47 ;6.754;3.036;268;10.058;5.073;27,9;0,36 
2023-06-08 11:00;1.036;1.149;82;2.267;1.515;27,3;0,21 ;5.326;1.781;179;7.286;3.345;30,6;0,47 ;6.362;2.930;261;9.553;4.860;28,9;0,34 
2023-06-08 12:00;919;1.208;67;2.194;1.525;26,7;0,21 ;5.837;1.635;150;7.622;3.289;30,2;0,46 ;6.756;2.843;217;9.816;4.814;28,4;0,34 
2023-06-08 13:00;989;1.289;91;2.369;1.655;23,2;0,23 ;5.756;1.726;154;7.636;3.365;30,9;0,47 ;6.745;3.015;245;10.005;5.020;27,0;0,35 
2023-06-08 14:00;1.065;1.492;112;2.669;1.904;23,2;0,27 ;5.577;1.671;129;7.377;3.233;30,0;0,46 ;6.642;3.163;241;10.046;5.137;26,6;0,36 
2023-06-08 15:00;1.102;1.358;94;2.554;1.756;24,8;0,25 ;5.614;1.564;145;7.323;3.156;28,7;0,44 ;6.716;2.922;239;9.877;4.912;26,8;0,35 
2023-06-08 16:00;1.238;1.504;180;2.922;2.048;25,0;0,29 ;5.889;1.440;203;7.532;3.176;30,0;0,45 ;7.127;2.944;383;10.454;5.224;27,5;0,37 
2023-06-08 17:00;1.468;1.539;112;3.119;2.052;25,5;0,29 ;5.953;1.492;135;7.580;3.156;27,7;0,44 ;7.421;3.031;247;10.699;5.207;26,6;0,37 
2023-06-08 18:00;1.364;1.525;129;3.018;2.034;24,2;0,29 ;5.880;1.351;139;7.370;3.002;29,4;0,42 ;7.244;2.876;268;10.388;5.035;26,8;0,35 
2023-06-08 19:00;1.047;1.306;110;2.463;1.711;20,9;0,24 ;5.467;1.433;153;7.053;2.999;30,7;0,42 ;6.514;2.739;263;9.516;4.709;26,0;0,33 
2023-06-08 20:00;1.010;999;60;2.069;1.330;25,8;0,19 ;4.692;1.214;105;6.011;2.524;29,9;0,36 ;5.702;2.213;165;8.080;3.853;27,9;0,27 
2023-06-08 21:00;900;1.260;54;2.214;1.555;24,0;0,22 ;4.720;1.501;106;6.327;2.819;30,7;0,40 ;5.620;2.761;160;8.541;4.374;27,5;0,31 
2023-06-08 22:00;787;1.084;45;1.916;1.339;25,6;0,19 ;4.206;1.398;90;5.694;2.567;33,9;0,36 ;4.993;2.482;135;7.610;3.906;30,0;0,27 
2023-06-08 23:00;505;699;43;1.247;881;30,8;0,12 ;4.014;1.194;82;5.290;2.304;35,4;0,32 ;4.519;1.893;125;6.537;3.185;33,2;0,22 
2023-06-09 00:00;388;616;29;1.033;751;32,1;0,11 ;3.792;1.037;98;4.927;2.112;35,3;0,30 ;4.180;1.653;127;5.960;2.863;33,8;0,20 
2023-06-09 01:00;267;412;15;694;498;32,7;0,07 ;3.796;938;93;4.827;2.008;36,1;0,28 ;4.063;1.350;108;5.521;2.506;34,5;0,18 
2023-06-09 02:00;167;272;8;447;324;33,4;0,05 ;3.714;798;59;4.571;1.803;34,8;0,25 ;3.881;1.070;67;5.018;2.127;34,1;0,15 
2023-06-09 03:00;176;194;8;378;248;34,0;0,03 ;3.510;780;51;4.341;1.724;35,8;0,24 ;3.686;974;59;4.719;1.972;35,0;0,14 
2023-06-09 04:00;103;201;29;333;264;32,9;0,04 ;3.633;601;64;4.298;1.592;36,4;0,22 ;3.736;802;93;4.631;1.857;34,9;0,13 
2023-06-09 05:00;317;422;50;789;566;36,3;0,08 ;3.929;738;137;4.804;1.898;36,3;0,27 ;4.246;1.160;187;5.593;2.465;36,3;0,17 
2023-06-09 06:00;1.067;1.036;98;2.201;1.430;29,9;0,20 ;4.567;980;180;5.727;2.356;37,2;0,33 ;5.634;2.016;278;7.928;3.786;33,6;0,27 
2023-06-09 07:00;1.801;1.203;132;3.136;1.825;29,9;0,26 ;5.637;1.397;157;7.191;3.010;33,5;0,42 ;7.438;2.600;289;10.327;4.835;31,7;0,34 
2023-06-09 08:00;1.685;1.399;109;3.193;1.962;29,9;0,28 ;5.764;1.647;151;7.562;3.284;31,0;0,46 ;7.449;3.046;260;10.755;5.246;30,5;0,37 
2023-06-09 09:00;1.295;1.227;119;2.641;1.705;27,2;0,24 ;5.316;1.561;161;7.038;3.099;33,0;0,44 ;6.611;2.788;280;9.679;4.805;30,1;0,34 
2023-06-09 10:00;1.100;1.227;74;2.401;1.598;27,7;0,22 ;5.235;1.596;142;6.973;3.089;32,5;0,43 ;6.335;2.823;216;9.374;4.688;30,1;0,33 
2023-06-09 11:00;969;1.177;66;2.212;1.505;26,5;0,21 ;5.443;1.577;125;7.145;3.100;31,1;0,44 ;6.412;2.754;191;9.357;4.605;28,8;0,32 
2023-06-09 12:00;798;1.260;62;2.120;1.540;26,2;0,22 ;5.261;1.709;113;7.083;3.171;30,2;0,45 ;6.059;2.969;175;9.203;4.711;28,2;0,33 
2023-06-09 13:00;1.092;1.290;76;2.458;1.662;18,8;0,23 ;5.229;1.764;131;7.124;3.242;31,3;0,46 ;6.321;3.054;207;9.582;4.903;25,1;0,35 
2023-06-09 14:00;1.241;1.545;134;2.920;2.029;25,0;0,29 ;4.876;1.812;113;6.801;3.178;29,6;0,45 ;6.117;3.357;247;9.721;5.207;27,3;0,37 
2023-06-09 15:00;1.417;1.756;153;3.326;2.309;23,4;0,33 ;4.969;1.689;86;6.744;3.043;31,1;0,43 ;6.386;3.445;239;10.070;5.352;27,3;0,38 
2023-06-09 16:00;1.231;1.469;121;2.821;1.934;24,2;0,27 ;5.512;1.392;185;7.089;3.011;28,6;0,42 ;6.743;2.861;306;9.910;4.945;26,4;0,35 
2023-06-09 17:00;1.327;1.474;113;2.914;1.953;25,9;0,27 ;6.125;1.634;131;7.890;3.336;27,7;0,47 ;7.452;3.108;244;10.804;5.288;26,8;0,37 
2023-06-09 18:00;1.341;1.419;104;2.864;1.889;25,5;0,27 ;6.020;1.590;97;7.707;3.221;27,5;0,45 ;7.361;3.009;201;10.571;5.111;26,5;0,36 
2023-06-09 19:00;1.122;1.341;75;2.538;1.719;24,9;0,24 ;5.421;1.416;107;6.944;2.910;30,0;0,41 ;6.543;2.757;182;9.482;4.629;27,5;0,33 
2023-06-09 20:00;946;1.224;67;2.237;1.548;21,4;0,22 ;5.007;1.356;116;6.479;2.759;31,5;0,39 ;5.953;2.580;183;8.716;4.306;26,4;0,30 
2023-06-09 21:00;1.129;1.331;63;2.523;1.695;22,0;0,24 ;4.658;1.549;115;6.322;2.863;29,5;0,40 ;5.787;2.880;178;8.845;4.558;25,8;0,32 
2023-06-09 22:00;1.202;1.224;38;2.464;1.574;25,3;0,22 ;4.445;1.386;87;5.918;2.610;31,3;0,37 ;5.647;2.610;125;8.382;4.184;28,4;0,29 
2023-06-09 23:00;862;977;25;1.864;1.225;28,4;0,17 ;4.175;1.388;39;5.602;2.482;33,4;0,35 ;5.037;2.365;64;7.466;3.707;31,1;0,26 
2023-06-10 00:00;675;839;34;1.548;1.052;32,6;0,15 ;3.946;1.040;61;5.047;2.106;33,8;0,30 ;4.621;1.879;95;6.595;3.158;33,2;0,22 
2023-06-10 01:00;674;730;27;1.431;934;31,5;0,13 ;3.339;1.235;86;4.660;2.182;33,8;0,31 ;4.013;1.965;113;6.091;3.115;32,7;0,22 
2023-06-10 02:00;2.493;1.546;106;4.145;2.307;23,4;0,32 ;2.728;1.246;124;4.098;2.089;28,1;0,29 ;5.221;2.792;230;8.243;4.396;25,8;0,31 
2023-06-10 03:00;5.309;1.357;69;6.735;2.774;16,9;0,39 ;574;651;29;1.254;832;36,0;0,12 ;5.883;2.008;98;7.989;3.606;26,4;0,25 
2023-06-10 04:00;4.604;1.831;236;6.671;3.289;20,6;0,46 ;445;364;26;835;509;39,5;0,07 ;5.049;2.195;262;7.506;3.798;30,1;0,27 
2023-06-10 05:00;1.750;1.808;272;3.830;2.599;32,7;0,37 ;790;472;90;1.352;787;39,8;0,11 ;2.540;2.280;362;5.182;3.386;36,4;0,24 
2023-06-10 06:00;335;530;45;910;672;36,9;0,09 ;2.132;888;192;3.212;1.671;36,0;0,24 ;2.467;1.418;237;4.122;2.343;36,4;0,16 
2023-06-10 07:00;554;761;51;1.366;966;32,9;0,14 ;5.047;1.437;325;6.809;3.121;22,3;0,44 ;5.601;2.198;376;8.175;4.087;27,6;0,29 
2023-06-10 08:00;639;817;46;1.502;1.037;31,7;0,15 ;4.866;1.453;143;6.462;2.855;33,8;0,40 ;5.505;2.270;189;7.964;3.892;32,8;0,27 
2023-06-10 09:00;531;913;68;1.512;1.134;29,8;0,16 ;4.370;1.699;180;6.249;3.026;35,0;0,43 ;4.901;2.612;248;7.761;4.160;32,4;0,29 
2023-06-10 10:00;589;1.011;71;1.671;1.251;28,6;0,18 ;4.741;1.612;161;6.514;3.007;33,3;0,42 ;5.330;2.623;232;8.185;4.257;31,0;0,30 
2023-06-10 11:00;697;1.013;49;1.759;1.251;27,9;0,18 ;4.949;1.736;142;6.827;3.158;30,6;0,44 ;5.646;2.749;191;8.586;4.409;29,3;0,31 
2023-06-10 12:00;696;968;37;1.701;1.190;29,5;0,17 ;5.161;1.946;123;7.230;3.396;31,1;0,48 ;5.857;2.914;160;8.931;4.586;30,3;0,32 
2023-06-10 13:00;704;1.013;83;1.800;1.297;28,6;0,18 ;4.904;1.750;132;6.786;3.148;30,7;0,44 ;5.608;2.763;215;8.586;4.445;29,6;0,31 
2023-06-10 14:00;742;1.135;53;1.930;1.389;28,1;0,20 ;4.629;1.921;134;6.684;3.252;30,5;0,46 ;5.371;3.056;187;8.614;4.642;29,3;0,33 
2023-06-10 15:00;772;1.126;52;1.950;1.387;26,8;0,20 ;4.521;1.820;95;6.436;3.074;30,9;0,43 ;5.293;2.946;147;8.386;4.460;28,9;0,31 
2023-06-10 16:00;830;1.239;51;2.120;1.513;25,9;0,21 ;4.285;1.758;111;6.154;2.974;31,0;0,42 ;5.115;2.997;162;8.274;4.486;28,4;0,32 
2023-06-10 17:00;791;1.167;54;2.012;1.435;27,5;0,20 ;4.167;1.771;102;6.040;2.945;29,4;0,41 ;4.958;2.938;156;8.052;4.380;28,5;0,31 
2023-06-10 18:00;765;1.051;56;1.872;1.315;24,9;0,19 ;4.304;1.701;112;6.117;2.923;28,3;0,41 ;5.069;2.752;168;7.989;4.238;26,6;0,30 
2023-06-10 19:00;980;1.196;73;2.249;1.536;23,1;0,22 ;4.518;1.792;134;6.444;3.096;27,7;0,44 ;5.498;2.988;207;8.693;4.632;25,4;0,33 
2023-06-10 20:00;1.175;1.406;72;2.653;1.793;21,0;0,25 ;4.914;1.733;80;6.727;3.066;27,4;0,43 ;6.089;3.139;152;9.380;4.859;24,3;0,34 
